Code,Name,Description,Prerequisites,Instructors,Meet Times,Credit Hours,Department
BME3406,Introduction to Biomolecular Engineering,"Introduces bio-related careers in chemical engineering, providing foundational knowledge in molecular cell biology and biochemistry for early undergraduate students. Highlights the connections between biology and chemical engineering, helping students understand interdisciplinary concepts that are essential for biomolecular engineering","Prereq: (Sophomore Standing or Chemical Engineering Major) and (CHM 2045 or
CHM 2095 or CHM 2050). 
Coreq:  CHM 2046 or CHM 2096 or CHM 2051.",Carl Andre Denard,"[{'meetNo': 1, 'meetDays': ['M', 'W', 'F'], 'meetTimeBegin': '9:35 AM', 'meetTimeEnd': '10:25 AM', 'meetPeriodBegin': '3', 'meetPeriodEnd': '3', 'meetBuilding': 'CSE', 'meetBldgCode': '0042', 'meetRoom': 'E222'}]",3,Chemical Engineering
COT3502,Computer Model Formulation,"Solutions of scientific and engineering problems using digital computers. Formulation of models for describing physical processes, numerical analysis, and computer programming.",Prereq: COP 2273 with a grade of C or better and MAP 2302 and MAC 2313.,Spyros Svoronos,"[{'meetNo': 1, 'meetDays': ['M'], 'meetTimeBegin': '3:00 PM', 'meetTimeEnd': '4:55 PM', 'meetPeriodBegin': '8', 'meetPeriodEnd': '9', 'meetBuilding': 'FLG', 'meetBldgCode': '0021', 'meetRoom': '0280'}, {'meetNo': 2, 'meetDays': ['W'], 'meetTimeBegin': '3:00 PM', 'meetTimeEnd': '3:50 PM', 'meetPeriodBegin': '8', 'meetPeriodEnd': '8', 'meetBuilding': 'FLG', 'meetBldgCode': '0021', 'meetRoom': '0280'}]",3,Chemical Engineering
ECH2934,Professional Development of Chemical Engineers,"Introduces the Chemical Engineering profession and a wide range of careers, including chemical, energy, pharmaceutical, semiconductor, and food industries, as well as graduate and professional school pathways. Provides resources to build successful professional careers, including best practices for interviewing, oral presentations, and teamwork. Also discusses professional codes of conduct and ethical decision-making.",,Dmitry Kopelevich,"[{'meetNo': 2, 'meetDays': ['T'], 'meetTimeBegin': '3:00 PM', 'meetTimeEnd': '3:50 PM', 'meetPeriodBegin': '8', 'meetPeriodEnd': '8', 'meetBuilding': 'NPB', 'meetBldgCode': '0092', 'meetRoom': '1002'}]",1,Chemical Engineering
ECH3023,Material and Energy Balances,Formulation and solution of material and energy balances utilizing physical/chemical properties of matter as applied to analyzing unit operations systems.,Prereq: (CHM 2045 or CHM 2095 or CHM 2050) & MAC 2312 & PHY 2048; Coreq: (CHM 2046 or CHM 2096 or CHM 2051) & MAC 2313 & MAP 2302 & ECH 2934,Yeongseon Jang,"[{'meetNo': 6, 'meetDays': ['M', 'W', 'R', 'F'], 'meetTimeBegin': '4:05 PM', 'meetTimeEnd': '4:55 PM', 'meetPeriodBegin': '9', 'meetPeriodEnd': '9', 'meetBuilding': 'FLG', 'meetBldgCode': '0021', 'meetRoom': '0260'}]",4,Chemical Engineering
ECH3101,Process Thermodynamics,"Introduces fundamental principles of classical and statistical thermodynamics. Application of the first and second laws of thermodynamics to the modeling and analysis of physical and chemical processes undergoing change, such as liquefaction, refrigeration, and power generation.",Prereq: COP 2273 and ECH 3023. Coreq: COT 3502.,Helena Hagelin Weaver,"[{'meetNo': 1, 'meetDays': ['T', 'R'], 'meetTimeBegin': '12:50 PM', 'meetTimeEnd': '2:45 PM', 'meetPeriodBegin': '6', 'meetPeriodEnd': '7', 'meetBuilding': 'WM', 'meetBldgCode': '0100', 'meetRoom': '0100'}]",4,Chemical Engineering
ECH3203,Fluid and Solid Operations,"Characteristics of laminar and turbulent flow, mechanical energy balance, flow through packed beds and fluidization of solids, design of pumping systems and piping networks and metering of fluids.",Prereq: COT 3502 and ECH 3264.,Peng Jiang,"[{'meetNo': 1, 'meetDays': ['M', 'W', 'F'], 'meetTimeBegin': '10:40 AM', 'meetTimeEnd': '11:30 AM', 'meetPeriodBegin': '4', 'meetPeriodEnd': '4', 'meetBuilding': 'FAB', 'meetBldgCode': '0598', 'meetRoom': '0105'}]",3,Chemical Engineering
ECH3223,Energy Transfer Operations,"Steady state conduction in solids and heterogeneous materials, transient conduction, convection heat transfer, heat transfer during boiling and condensation, radiation heat transfer, design of heat-transfer equipment and heat exchange networks.",Prereq: COT 3502 and ECH 3264.,Travis Anderson,"[{'meetNo': 1, 'meetDays': ['M', 'W', 'F'], 'meetTimeBegin': '8:30 AM', 'meetTimeEnd': '9:20 AM', 'meetPeriodBegin': '2', 'meetPeriodEnd': '2', 'meetBuilding': 'RNK', 'meetBldgCode': '0272', 'meetRoom': '0110'}]",3,Chemical Engineering
ECH3264,Elementary Transport Phenomena,"Flux law and conservation equations of mass, energy, and momentum; solution of transport problems associated with physical and chemical processing; macroscopic and microscopic analysis.",Prereq: ECH 3023 and MAP 2302 and MAC 2313.,Won Tae Choi,"[{'meetNo': 2, 'meetDays': ['T'], 'meetTimeBegin': '11:45 AM', 'meetTimeEnd': '12:35 PM', 'meetPeriodBegin': '5', 'meetPeriodEnd': '5', 'meetBuilding': 'CSE', 'meetBldgCode': '0042', 'meetRoom': 'E222'}, {'meetNo': 3, 'meetDays': ['R'], 'meetTimeBegin': '11:45 AM', 'meetTimeEnd': '12:35 PM', 'meetPeriodBegin': '5', 'meetPeriodEnd': '5', 'meetBuilding': 'NZH', 'meetBldgCode': '0832', 'meetRoom': '0112'}]",2,Chemical Engineering
ECH4123,Phase and Chemical Equilibria,"Application of thermodynamic principles to systems of variable composition, including the study of phase and chemical equilibria.",Prereq: ECH 3101.,Anthony Ladd,"[{'meetNo': 1, 'meetDays': ['M', 'W', 'F'], 'meetTimeBegin': '4:05 PM', 'meetTimeEnd': '4:55 PM', 'meetPeriodBegin': '9', 'meetPeriodEnd': '9', 'meetBuilding': 'FLG', 'meetBldgCode': '0021', 'meetRoom': '0210'}]",3,Chemical Engineering
ECH4224L,Fluid and Energy Transfer Operations Laboratory,Laboratory work in unit operations involving heat and momentum transfer.,Prereq: ECH 3101 and ECH 3203 and ECH 3223 and STA 3032 or STA 2023; Coreq: ECH 4714 and ENC 2256.,Fernando Merida,"[{'meetNo': 1, 'meetDays': ['R'], 'meetTimeBegin': '12:50 PM', 'meetTimeEnd': '4:55 PM', 'meetPeriodBegin': '6', 'meetPeriodEnd': '9', 'meetBuilding': 'NSC', 'meetBldgCode': '0634', 'meetRoom': '0304'}]",2,Chemical Engineering
ECH4323,Process Control Theory,Analysis and automatic control of process systems in chemical engineering.,Prereq: COT 3502. Coreq: ECH 4323L.,Spyros Svoronos,"[{'meetNo': 1, 'meetDays': ['W'], 'meetTimeBegin': '5:10 PM', 'meetTimeEnd': '6:00 PM', 'meetPeriodBegin': '10', 'meetPeriodEnd': '10', 'meetBuilding': 'LAR', 'meetBldgCode': '0722', 'meetRoom': '0310'}, {'meetNo': 2, 'meetDays': ['F'], 'meetTimeBegin': '4:05 PM', 'meetTimeEnd': '6:00 PM', 'meetPeriodBegin': '9', 'meetPeriodEnd': '10', 'meetBuilding': 'LAR', 'meetBldgCode': '0722', 'meetRoom': '0310'}]",3,Chemical Engineering
ECH4323L,Process Control Laboratory,Laboratory work associated with ECH 4323.,"Prereq: COT 3502.
Coreq: ECH 4323.",Spyros Svoronos,"[{'meetNo': 1, 'meetDays': ['R'], 'meetTimeBegin': '4:05 PM', 'meetTimeEnd': '7:05 PM', 'meetPeriodBegin': '9', 'meetPeriodEnd': '11', 'meetBuilding': 'NPB', 'meetBldgCode': '0092', 'meetRoom': '1226'}]",1,Chemical Engineering
ECH4403,Separation and Mass Transfer Operations,"Theory, design, and evaluation of diffusional and staged mass transfer processes including distillation, absorption and extraction, leaching, and membrane separations. Computer-aided design methods.",Prereq: ECH 3101 and ECH 3203 and ECH 3223.,Kirk Ziegler,"[{'meetNo': 1, 'meetDays': ['M', 'W', 'F'], 'meetTimeBegin': '1:55 PM', 'meetTimeEnd': '2:45 PM', 'meetPeriodBegin': '7', 'meetPeriodEnd': '7', 'meetBuilding': 'FLG', 'meetBldgCode': '0021', 'meetRoom': '0280'}]",3,Chemical Engineering
ECH4404L,Separation and Mass Transfer Operations Laboratory,Laboratory work in unit operations involving mass transfer. (WR),Prereq: ECH 4403 and ECH 4224L and ECH 4714.,LiLu Funkenbusch,"[{'meetNo': 1, 'meetDays': ['T'], 'meetTimeBegin': '8:30 AM', 'meetTimeEnd': '12:35 PM', 'meetPeriodBegin': '2', 'meetPeriodEnd': '5', 'meetBuilding': 'NSC', 'meetBldgCode': '0634', 'meetRoom': '0304'}]",2,Chemical Engineering
ECH4504,Chemical Kinetics and Reactor Design,"Homogeneous and heterogeneous reaction kinetic modeling and data analysis. Analysis and design of ideal batch, mixed, plug and recycle reactors. Heterogeneous catalysis and reactor design.",Prereq: ECH 3264 and ECH 4123.,Jason Weaver,"[{'meetNo': 4, 'meetDays': ['T'], 'meetTimeBegin': '12:50 PM', 'meetTimeEnd': '2:45 PM', 'meetPeriodBegin': '6', 'meetPeriodEnd': '7', 'meetBuilding': 'NPB', 'meetBldgCode': '0092', 'meetRoom': '1002'}, {'meetNo': 5, 'meetDays': ['R'], 'meetTimeBegin': '12:50 PM', 'meetTimeEnd': '2:45 PM', 'meetPeriodBegin': '6', 'meetPeriodEnd': '7', 'meetBuilding': 'NPB', 'meetBldgCode': '0092', 'meetRoom': '1002'}]",4,Chemical Engineering
ECH4604,Process Economics and Optimization,"Introduces the principles of process economics including specifications and costing of equipment, operations costing and economic evaluation of processes.",Prereq: ECH 3203 and ECH 3223; Coreq: ECH 4403.,Dmitry Kopelevich,"[{'meetNo': 1, 'meetDays': ['M', 'W', 'F'], 'meetTimeBegin': '12:50 PM', 'meetTimeEnd': '1:40 PM', 'meetPeriodBegin': '6', 'meetPeriodEnd': '6', 'meetBuilding': 'LEI', 'meetBldgCode': '0009', 'meetRoom': '0207'}]",3,Chemical Engineering
ECH4644,Process Design,"Preliminary design of convention chemical processes including process specifications, sitting and layout, equipment sizing, utility and manpower needs, safety and hazard analysis, environmental considerations and economic evaluation. Planning techniques for detailed engineering, construction and startup.",Prereq: ECH 4403 and ECH 4504 and ECH 4604 and ECH 4824.,Vincent Tocco,"[{'meetNo': 1, 'meetDays': ['M', 'W', 'F'], 'meetTimeBegin': '1:55 PM', 'meetTimeEnd': '2:45 PM', 'meetPeriodBegin': '7', 'meetPeriodEnd': '7', 'meetBuilding': 'CSE', 'meetBldgCode': '0042', 'meetRoom': 'E220'}]",3,Chemical Engineering
ECH4714,Chemical Process Safety,Laboratory and process safety analysis which emphasizes prevention and mitigation. Application of chemical engineering principles to assessing hazards and risk.,"Prereq: ECH 3101, ECH 3203 and ECH 3223.",Vincent Tocco,"[{'meetNo': 1, 'meetDays': ['M', 'W', 'F'], 'meetTimeBegin': '3:00 PM', 'meetTimeEnd': '3:50 PM', 'meetPeriodBegin': '8', 'meetPeriodEnd': '8', 'meetBuilding': 'TUR', 'meetBldgCode': '0267', 'meetRoom': '2306'}]",3,Chemical Engineering
ECH4744,Pharmaceutical Bioengineering,"Introduces concepts, challenges, and technologies in the modern
pharmaceutical industry and laboratory, focused on biologics (drugs derived from living organisms).",Prereq: (BME 2402 or BSC 2010) & (CHM 2046 or CHM 2096 or CHM 2051).,Piyush Jain,"[{'meetNo': 1, 'meetDays': ['T'], 'meetTimeBegin': '10:40 AM', 'meetTimeEnd': '12:35 PM', 'meetPeriodBegin': '4', 'meetPeriodEnd': '5', 'meetBuilding': 'COMM', 'meetBldgCode': '0203', 'meetRoom': 'C2-033'}, {'meetNo': 2, 'meetDays': ['R'], 'meetTimeBegin': '10:40 AM', 'meetTimeEnd': '11:30 AM', 'meetPeriodBegin': '4', 'meetPeriodEnd': '4', 'meetBuilding': 'COMM', 'meetBldgCode': '0203', 'meetRoom': 'C2-033'}]",3,Chemical Engineering
ECH4824,Materials of Chemical Engineering,"Relations between microscopic structure and macroscopic mechanical, thermal and electrical properties of organic and inorganic solids. Engineering applications, including corrosion.",Prereq: ECH 3264,Dmitry Kopelevich,"[{'meetNo': 1, 'meetDays': ['R'], 'meetTimeBegin': '3:00 PM', 'meetTimeEnd': '4:55 PM', 'meetPeriodBegin': '8', 'meetPeriodEnd': '9', 'meetBuilding': 'WEIM', 'meetBldgCode': '0030', 'meetRoom': '1064'}]",2,Chemical Engineering
ECH4905,Special Problems in Chemical Engineering: Management of Unit Ops,Study of chemical engineering problems as identified by the student and instructor.,Prereq: Engineering major.,LiLu Funkenbusch,"[{'meetNo': 1, 'meetDays': ['W'], 'meetTimeBegin': '3:00 PM', 'meetTimeEnd': '3:50 PM', 'meetPeriodBegin': '8', 'meetPeriodEnd': '8', 'meetBuilding': 'WEIM', 'meetBldgCode': '0030', 'meetRoom': '1098'}]",VAR,Chemical Engineering
ECH4905,Special Problems in Chemical Engineering: Transport in Soft Materials,Study of chemical engineering problems as identified by the student and instructor.,Prereq: Engineering major.,Joshua Moon,"[{'meetNo': 1, 'meetDays': ['W'], 'meetTimeBegin': '8:30 AM', 'meetTimeEnd': '9:20 AM', 'meetPeriodBegin': '2', 'meetPeriodEnd': '2', 'meetBuilding': 'MAEA', 'meetBldgCode': '0725', 'meetRoom': '0327'}, {'meetNo': 2, 'meetDays': ['F'], 'meetTimeBegin': '8:30 AM', 'meetTimeEnd': '10:25 AM', 'meetPeriodBegin': '2', 'meetPeriodEnd': '3', 'meetBuilding': 'MAEA', 'meetBldgCode': '0725', 'meetRoom': '0327'}]",3,Chemical Engineering
ECH4905,Special Problems in Chemical Engineering: Sustainable Engineering,Study of chemical engineering problems as identified by the student and instructor.,Prereq: Engineering major.,Juan Manuel Restrepo Florez,"[{'meetNo': 1, 'meetDays': ['T'], 'meetTimeBegin': '10:40 AM', 'meetTimeEnd': '11:30 AM', 'meetPeriodBegin': '4', 'meetPeriodEnd': '4', 'meetBuilding': 'BLK', 'meetBldgCode': '0724', 'meetRoom': '0315'}, {'meetNo': 2, 'meetDays': ['R'], 'meetTimeBegin': '10:40 AM', 'meetTimeEnd': '12:35 PM', 'meetPeriodBegin': '4', 'meetPeriodEnd': '5', 'meetBuilding': 'BLK', 'meetBldgCode': '0724', 'meetRoom': '0315'}]",3,Chemical Engineering
ECH4905,Special Problems in Chemical Engineering: Chemical Process Data Science,Study of chemical engineering problems as identified by the student and instructor.,Prereq: Engineering major.,Sumant Shreedhar Patankar,"[{'meetNo': 1, 'meetDays': ['M', 'W', 'F'], 'meetTimeBegin': '4:05 PM', 'meetTimeEnd': '4:55 PM', 'meetPeriodBegin': '9', 'meetPeriodEnd': '9', 'meetBuilding': 'NPB', 'meetBldgCode': '0092', 'meetRoom': '1226'}]",3,Chemical Engineering
ECH4905,Special Problems in Chemical Engineering: Impedance Spectroscopy,Study of chemical engineering problems as identified by the student and instructor.,Prereq: Engineering major.,Mark Orazem,"[{'meetNo': 1, 'meetDays': ['T'], 'meetTimeBegin': '3:00 PM', 'meetTimeEnd': '4:55 PM', 'meetPeriodBegin': '8', 'meetPeriodEnd': '9', 'meetBuilding': 'WEIM', 'meetBldgCode': '0030', 'meetRoom': '1076'}, {'meetNo': 2, 'meetDays': ['R'], 'meetTimeBegin': '4:05 PM', 'meetTimeEnd': '4:55 PM', 'meetPeriodBegin': '9', 'meetPeriodEnd': '9', 'meetBuilding': 'WEIM', 'meetBldgCode': '0030', 'meetRoom': '1076'}]",3,Chemical Engineering
ECH4948,Internship Work Experience,"Practical internship work experience under approved industrial supervision, as set forth in college regulations. A maximum of 3 credits from ECH 4948 and ECH 4949 can count towards the Chemical Engineering degree. For example, a student who has earned 1 credit of ECH 4949, can only have 2 credits of ECH 4948 count towards the degree.",Prereq: Engineering major.,Dmitry Kopelevich,[],VAR,Chemical Engineering
ECH4949,Co-op Work Experience,"Practical co-op work experience under approved industrial supervision, as set forth in college regulations. A maximum of 3 credits from ECH 4949 and ECH 4948 can count towards the Chemical Engineering degree. For example, a student who has earned 1 credit of ECH 4948, can only have 2 credits of ECH 4949 count towards the degree.",Prereq: Engineering major.,Dmitry Kopelevich,[],VAR,Chemical Engineering
ECH6272,Molecular Thermodynamics of Chemical Engineering,"Statistical mechanics and microscopic explanation of macroscopic laws of classical thermodynamics, transport phenomena, and chemical kinetics. Statistical mechanical theories that connect molecular structure to macroscopic properties.",,Janani Sampath,"[{'meetNo': 1, 'meetDays': ['T'], 'meetTimeBegin': '1:55 PM', 'meetTimeEnd': '2:45 PM', 'meetPeriodBegin': '7', 'meetPeriodEnd': '7', 'meetBuilding': 'WEIM', 'meetBldgCode': '0030', 'meetRoom': '1070'}, {'meetNo': 2, 'meetDays': ['R'], 'meetTimeBegin': '1:55 PM', 'meetTimeEnd': '3:50 PM', 'meetPeriodBegin': '7', 'meetPeriodEnd': '8', 'meetBuilding': 'WEIM', 'meetBldgCode': '0030', 'meetRoom': '1070'}]",3,Chemical Engineering
ECH6285,Transport Phenomena,Integrated introduction to transport processes in continuous media with emphasis on fluid mechanics and heat and mass transfer.,"Prereq: Admission to the ChE graduate program or by consent of instructor, dependent upon prior background in undergraduate fluid mechanics and heat and mass transfer, at a level required to obtain an undergraduate degree in Chemical Engineering.",Jason Butler,"[{'meetNo': 2, 'meetDays': ['W'], 'meetTimeBegin': '12:50 PM', 'meetTimeEnd': '1:40 PM', 'meetPeriodBegin': '6', 'meetPeriodEnd': '6', 'meetBuilding': 'HPNP', 'meetBldgCode': '0212', 'meetRoom': 'G316'}, {'meetNo': 3, 'meetDays': ['M'], 'meetTimeBegin': '12:50 PM', 'meetTimeEnd': '2:45 PM', 'meetPeriodBegin': '6', 'meetPeriodEnd': '7', 'meetBuilding': 'HPNP', 'meetBldgCode': '0212', 'meetRoom': 'G316'}]",3,Chemical Engineering
ECH6845,Chemical Process Data Science,"Applications of fundamental data science visualization methods and algorithms, with a strong emphasis on examples from integrated chemical processes and computational materials design and discovery.",,Sumant Shreedhar Patankar,"[{'meetNo': 1, 'meetDays': ['M', 'W', 'F'], 'meetTimeBegin': '4:05 PM', 'meetTimeEnd': '4:55 PM', 'meetPeriodBegin': '9', 'meetPeriodEnd': '9', 'meetBuilding': 'NPB', 'meetBldgCode': '0092', 'meetRoom': '1226'}]",3,Chemical Engineering
ECH6847,Advanced Mathematics for Chemical Engineering,"Methods of linear systems, chemical engineering applications in finite and infinite dimensional spaces, concepts of stability, application to transport phenomena.",,Ranga Narayanan,"[{'meetNo': 2, 'meetDays': ['F'], 'meetTimeBegin': '12:50 PM', 'meetTimeEnd': '2:45 PM', 'meetPeriodBegin': '6', 'meetPeriodEnd': '7', 'meetBuilding': 'HPNP', 'meetBldgCode': '0212', 'meetRoom': '1101'}, {'meetNo': 3, 'meetDays': ['W'], 'meetTimeBegin': '1:55 PM', 'meetTimeEnd': '2:45 PM', 'meetPeriodBegin': '7', 'meetPeriodEnd': '7', 'meetBuilding': 'HPNP', 'meetBldgCode': '0212', 'meetRoom': '1101'}]",3,Chemical Engineering
ECH6851,Impedance Spectroscopy,"Intended for chemists, physicists, materials scientists, and engineers with an interest in applying electrochemical impedance techniques to study a broad variety of electrochemical processes.",Prereq: familiarity with applications of differential equations.,Mark Orazem,"[{'meetNo': 1, 'meetDays': ['T'], 'meetTimeBegin': '3:00 PM', 'meetTimeEnd': '4:55 PM', 'meetPeriodBegin': '8', 'meetPeriodEnd': '9', 'meetBuilding': 'WEIM', 'meetBldgCode': '0030', 'meetRoom': '1076'}, {'meetNo': 2, 'meetDays': ['R'], 'meetTimeBegin': '4:05 PM', 'meetTimeEnd': '4:55 PM', 'meetPeriodBegin': '9', 'meetPeriodEnd': '9', 'meetBuilding': 'WEIM', 'meetBldgCode': '0030', 'meetRoom': '1076'}]",3,Chemical Engineering
ECH6905,Individual Work: Management of Unit Ops,Independent study to gain knowledge of a topic not offered in other coursework that is guided by an instructor. Not intended for students actively participating in efforts contributing to work of a specific research group.,,Fernando Merida,[],VAR,Chemical Engineering
ECH6905,Individual Work,Independent study to gain knowledge of a topic not offered in other coursework that is guided by an instructor. Not intended for students actively participating in efforts contributing to work of a specific research group.,,No instructor listed,[],VAR,Chemical Engineering
ECH6926,Graduate Seminar,Graduate Seminar,,Joshua Moon,"[{'meetNo': 1, 'meetDays': ['T'], 'meetTimeBegin': '8:30 AM', 'meetTimeEnd': '10:25 AM', 'meetPeriodBegin': '2', 'meetPeriodEnd': '3', 'meetBuilding': 'NEB', 'meetBldgCode': '0033', 'meetRoom': '0202'}]",1,Chemical Engineering
ECH6937,Topics in Chemical Engineering I: Sustainable Engineering,Covers advanced and contemporary topics in chemical engineering.,,Juan Manuel Restrepo Florez,"[{'meetNo': 1, 'meetDays': ['T'], 'meetTimeBegin': '10:40 AM', 'meetTimeEnd': '11:30 AM', 'meetPeriodBegin': '4', 'meetPeriodEnd': '4', 'meetBuilding': 'BLK', 'meetBldgCode': '0724', 'meetRoom': '0315'}, {'meetNo': 2, 'meetDays': ['R'], 'meetTimeBegin': '10:40 AM', 'meetTimeEnd': '12:35 PM', 'meetPeriodBegin': '4', 'meetPeriodEnd': '5', 'meetBuilding': 'BLK', 'meetBldgCode': '0724', 'meetRoom': '0315'}]",3,Chemical Engineering
ECH6937,Topics in Chemical Engineering I: Advanced Chem Bio Lab,Covers advanced and contemporary topics in chemical engineering.,,Sumant Shreedhar Patankar,"[{'meetNo': 1, 'meetDays': ['T'], 'meetTimeBegin': '12:50 PM', 'meetTimeEnd': '4:55 PM', 'meetPeriodBegin': '6', 'meetPeriodEnd': '9', 'meetBuilding': '', 'meetBldgCode': '', 'meetRoom': ''}, {'meetNo': 2, 'meetDays': ['W'], 'meetTimeBegin': '9:35 AM', 'meetTimeEnd': '10:25 AM', 'meetPeriodBegin': '3', 'meetPeriodEnd': '3', 'meetBuilding': 'WEIL', 'meetBldgCode': '0024', 'meetRoom': '0234'}]",3,Chemical Engineering
ECH6937,Topics in Chemical Engineering I: Pharmaceutical Bioengineering,Covers advanced and contemporary topics in chemical engineering.,,Piyush Jain,"[{'meetNo': 1, 'meetDays': ['T'], 'meetTimeBegin': '10:40 AM', 'meetTimeEnd': '12:35 PM', 'meetPeriodBegin': '4', 'meetPeriodEnd': '5', 'meetBuilding': 'COMM', 'meetBldgCode': '0203', 'meetRoom': 'C2-033'}, {'meetNo': 2, 'meetDays': ['R'], 'meetTimeBegin': '10:40 AM', 'meetTimeEnd': '11:30 AM', 'meetPeriodBegin': '4', 'meetPeriodEnd': '4', 'meetBuilding': 'COMM', 'meetBldgCode': '0203', 'meetRoom': 'C2-033'}]",VAR,Chemical Engineering
ECH6937,Topics in Chemical Engineering I: Transport in Soft Materials,Covers advanced and contemporary topics in chemical engineering.,,Joshua Moon,"[{'meetNo': 1, 'meetDays': ['W'], 'meetTimeBegin': '8:30 AM', 'meetTimeEnd': '9:20 AM', 'meetPeriodBegin': '2', 'meetPeriodEnd': '2', 'meetBuilding': 'MAEA', 'meetBldgCode': '0725', 'meetRoom': '0327'}, {'meetNo': 2, 'meetDays': ['F'], 'meetTimeBegin': '8:30 AM', 'meetTimeEnd': '10:25 AM', 'meetPeriodBegin': '2', 'meetPeriodEnd': '3', 'meetBuilding': 'MAEA', 'meetBldgCode': '0725', 'meetRoom': '0327'}]",VAR,Chemical Engineering
ECH6940,Supervised Teaching,Supervised Teaching,,Mark Orazem,[],VAR,Chemical Engineering
ECH6971,Research for Master's Thesis,Research for Master's Thesis,,No instructor listed,[],VAR,Chemical Engineering
ECH7979,Advanced Research,Research for doctoral students before admission to candidacy. Designed for students with a master's degree in the field of study or for students who have been accepted for a doctoral program. Not appropriate for students who have been admitted to candidacy.,,Travis Anderson,[],VAR,Chemical Engineering
ECH7980,Research for Doctoral Dissertation,Research for Doctoral Dissertation,,Travis Anderson,[],VAR,Chemical Engineering
EGN4912,Engineering Directed Independent Research: ChE EGN4912 Research (Various),"Provides firsthand, supervised research with a faculty advisor or postdoctoral or graduate student mentor. Projects may involve inquiry, design, investigation, scholarship, discovery, or application.",Prereq: Department permission.,No instructor listed,[],VAR,Chemical Engineering
EGN4912,Engineering Directed Independent Research: Dr. Whitney Stoppel,"Provides firsthand, supervised research with a faculty advisor or postdoctoral or graduate student mentor. Projects may involve inquiry, design, investigation, scholarship, discovery, or application.",Prereq: Department permission.,Whitney Stoppel,[],VAR,Chemical Engineering
EGN4912,Engineering Directed Independent Research: EGN4912 - CURE Program,"Provides firsthand, supervised research with a faculty advisor or postdoctoral or graduate student mentor. Projects may involve inquiry, design, investigation, scholarship, discovery, or application.",Prereq: Department permission.,No instructor listed,[],VAR,Chemical Engineering
EGN4912,Engineering Directed Independent Research: Dr. Joshua Moon,"Provides firsthand, supervised research with a faculty advisor or postdoctoral or graduate student mentor. Projects may involve inquiry, design, investigation, scholarship, discovery, or application.",Prereq: Department permission.,Joshua Moon,[],VAR,Chemical Engineering
EGN4912,Engineering Directed Independent Research: Dr. Jason Butler,"Provides firsthand, supervised research with a faculty advisor or postdoctoral or graduate student mentor. Projects may involve inquiry, design, investigation, scholarship, discovery, or application.",Prereq: Department permission.,Jason Butler,[],VAR,Chemical Engineering
EGN4912,Engineering Directed Independent Research: Dr. Won Tae Choi,"Provides firsthand, supervised research with a faculty advisor or postdoctoral or graduate student mentor. Projects may involve inquiry, design, investigation, scholarship, discovery, or application.",Prereq: Department permission.,Won Tae Choi,[],VAR,Chemical Engineering
EGN4912,Engineering Directed Independent Research: Dr. Henry Chu,"Provides firsthand, supervised research with a faculty advisor or postdoctoral or graduate student mentor. Projects may involve inquiry, design, investigation, scholarship, discovery, or application.",Prereq: Department permission.,Henry C. W. Chu,[],VAR,Chemical Engineering
EGN4912,Engineering Directed Independent Research: Dr. Carl Denard,"Provides firsthand, supervised research with a faculty advisor or postdoctoral or graduate student mentor. Projects may involve inquiry, design, investigation, scholarship, discovery, or application.",Prereq: Department permission.,Carl Andre Denard,[],VAR,Chemical Engineering
EGN4912,Engineering Directed Independent Research: Dr. Richard Dickinson,"Provides firsthand, supervised research with a faculty advisor or postdoctoral or graduate student mentor. Projects may involve inquiry, design, investigation, scholarship, discovery, or application.",Prereq: Department permission.,Richard Dickinson,[],VAR,Chemical Engineering
EGN4912,Engineering Directed Independent Research: Dr. Helena Hagelin-Weaver,"Provides firsthand, supervised research with a faculty advisor or postdoctoral or graduate student mentor. Projects may involve inquiry, design, investigation, scholarship, discovery, or application.",Prereq: Department permission.,Helena Hagelin Weaver,[],VAR,Chemical Engineering
EGN4912,Engineering Directed Independent Research: Dr. Jain Piyush,"Provides firsthand, supervised research with a faculty advisor or postdoctoral or graduate student mentor. Projects may involve inquiry, design, investigation, scholarship, discovery, or application.",Prereq: Department permission.,Piyush Jain,[],VAR,Chemical Engineering
EGN4912,Engineering Directed Independent Research: Dr. Yeongseon Jang,"Provides firsthand, supervised research with a faculty advisor or postdoctoral or graduate student mentor. Projects may involve inquiry, design, investigation, scholarship, discovery, or application.",Prereq: Department permission.,Yeongseon Jang,[],VAR,Chemical Engineering
EGN4912,Engineering Directed Independent Research: Dr. Peng Jiang,"Provides firsthand, supervised research with a faculty advisor or postdoctoral or graduate student mentor. Projects may involve inquiry, design, investigation, scholarship, discovery, or application.",Prereq: Department permission.,Peng Jiang,[],VAR,Chemical Engineering
EGN4912,Engineering Directed Independent Research: Dr. Dmitry Kopelevich,"Provides firsthand, supervised research with a faculty advisor or postdoctoral or graduate student mentor. Projects may involve inquiry, design, investigation, scholarship, discovery, or application.",Prereq: Department permission.,Dmitry Kopelevich,[],VAR,Chemical Engineering
EGN4912,Engineering Directed Independent Research: Dr. Tony Ladd,"Provides firsthand, supervised research with a faculty advisor or postdoctoral or graduate student mentor. Projects may involve inquiry, design, investigation, scholarship, discovery, or application.",Prereq: Department permission.,Anthony Ladd,[],VAR,Chemical Engineering
